ID	gene_name	Systematic ID	gRNA_cluster_order1	Source	time_points	Status	A	um	lam	t10	t50	t90	t_window	t_inflection	y_inflection	auc	AIC	BIC	R2	RMSE	normalized_RMSE	M_G0Tet	M_YES1_Tet	M_YES2_Tet	M_YES3_Tet	M_YES4_Tet	M_YES5_Tet	M_G0Tet_fitted	M_YES1_Tet_fitted	M_YES2_Tet_fitted	M_YES3_Tet_fitted	M_YES4_Tet_fitted	M_YES5_Tet_fitted	M_G0Tet_residual	M_YES1_Tet_residual	M_YES2_Tet_residual	M_YES3_Tet_residual	M_YES4_Tet_residual	M_YES5_Tet_residual	gRNA_cluster_order1
SPAC17G6.14c_53	uap56	SPAC17G6.14c	7	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	16.05	1.097	2.358	3.251	9.714	19.856	16.604	7.741	5.904	109.584	-7.469	-8.094	0.995455	0.325	0.024939	0.0	2.107	4.936	8.188	12.012	13.051	0.238	1.932	4.895	8.611	11.456	13.292	-0.238	0.175	0.041	-0.423	0.556	-0.241	7
SPCC737.08_340	mdn1	SPCC737.08	7	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.926	1.097	0.358	1.188	7.194	16.62	15.432	5.361	5.491	132.919	1.57	0.946	0.978549	0.691	0.052267	0.0	4.371	7.147	9.303	13.183	13.227	0.805	3.707	7.067	10.277	12.307	13.462	-0.805	0.664	0.08	-0.974	0.876	-0.235	7
SPAC57A7.11_91	mip1	SPAC57A7.11	3	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	6.038	0.738	4.826	5.325	8.937	14.605	9.28	7.834	2.221	44.121	-21.091	-21.716	0.997974	0.105	0.018604	0.0	0.108	1.522	3.765	5.407	5.623	0.0	0.117	1.485	3.882	5.211	5.732	0.0	-0.009	0.037	-0.117	0.196	-0.109	3
SPAC607.05_9	rpn9	SPAC607.05	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	10.668	0.98	1.115	1.78	6.59	14.137	12.357	5.121	3.925	101.16	-10.177	-10.802	0.994966	0.26	0.025258	0.0	2.778	5.329	8.366	9.104	10.283	0.294	2.566	5.541	8.102	9.456	10.095	-0.294	0.212	-0.212	0.264	-0.352	0.188	5
SPBP22H7.02c_32	mrd1	SPBP22H7.02c	4	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	6.305	1.056	0.041	0.405	3.042	7.179	6.773	2.237	2.32	83.121	-13.022	-13.647	0.991636	0.205	0.032033	0.0	4.032	5.485	6.067	6.19	6.397	0.395	3.775	5.568	6.146	6.27	6.297	-0.395	0.257	-0.083	-0.079	-0.08	0.1	4
SPAC823.08c_69	rrp3	SPAC823.08c	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.102	1.064	-0.0	0.81	6.665	15.854	15.044	4.877	5.188	131.989	3.624	2.999	0.966045	0.82	0.062258	0.0	4.68	7.507	8.583	12.138	13.177	0.931	3.951	7.202	10.143	11.928	12.912	-0.931	0.729	0.305	-1.56	0.21	0.265	8
SPBC4.07c_67	rpt2	SPBC4.07c	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	15.78	1.044	0.589	1.511	8.185	18.658	17.147	6.148	5.805	127.743	-3.71	-4.335	0.99115	0.445	0.032568	0.0	3.908	6.578	9.328	12.302	13.671	0.769	3.341	6.501	9.818	12.143	13.592	-0.769	0.567	0.077	-0.49	0.159	0.079	8
SPBC713.10_16	tim16	SPBC713.10	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	10.266	1.052	1.538	2.134	6.445	13.209	11.074	5.129	3.777	99.08	-13.832	-14.457	0.997246	0.192	0.019156	0.0	2.423	5.337	8.344	9.055	9.999	0.158	2.319	5.495	8.096	9.339	9.867	-0.158	0.104	-0.158	0.248	-0.284	0.132	5
SPBC19C7.06_104	prs1	SPBC19C7.06	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	13.532	1.432	0.823	1.4	5.572	12.119	10.719	4.298	4.978	141.941	0.977	0.352	0.981087	0.658	0.051515	0.0	4.751	7.244	12.139	12.772	12.772	0.432	4.13	8.335	11.323	12.631	13.158	-0.432	0.621	-1.091	0.816	0.141	-0.386	8
SPBC577.06c_116	stt4	SPBC577.06c	4	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	9.102	1.112	3.765	4.265	7.881	13.554	9.29	6.777	3.349	75.709	-13.799	-14.424	0.997016	0.192	0.022308	0.0	0.481	3.515	6.419	8.535	8.61	0.001	0.568	3.392	6.668	8.203	8.773	-0.001	-0.087	0.123	-0.249	0.332	-0.163	4
SPBP8B7.14c_131	dpb2	SPBP8B7.14c	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	10.266	1.307	0.642	1.121	4.591	10.035	8.914	3.532	3.777	118.368	-7.434	-8.059	0.992162	0.326	0.030755	0.0	4.202	7.312	9.395	9.455	10.614	0.345	4.0	7.447	9.322	9.955	10.159	-0.345	0.202	-0.135	0.073	-0.5	0.455	5
SPAC22E12.16c_59	pik1	SPAC22E12.16c	7	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	16.418	1.286	3.987	4.766	10.403	19.248	14.482	8.682	6.04	100.813	-3.878	-4.503	0.992837	0.439	0.032847	0.0	0.958	3.923	7.447	12.327	13.366	0.029	0.915	3.708	8.075	11.555	13.709	-0.029	0.043	0.215	-0.628	0.772	-0.343	7
SPBC216.07c_378	tor2	SPBC216.07c	4	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	7.735	1.048	4.204	4.655	7.914	13.028	8.373	6.919	2.845	64.275	-20.761	-21.385	0.998776	0.108	0.014519	0.0	0.284	2.765	5.691	7.307	7.406	0.0	0.294	2.738	5.795	7.101	7.529	0.0	-0.01	0.027	-0.104	0.206	-0.123	4
SPAC6F12.16c_193	mtr4	SPAC6F12.16c	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	12.651	1.449	0.691	1.224	5.079	11.129	9.905	3.902	4.654	139.167	-5.695	-6.32	0.992943	0.377	0.030803	0.0	4.794	7.888	11.39	12.153	12.25	0.435	4.366	8.45	11.035	12.048	12.42	-0.435	0.428	-0.562	0.355	0.105	-0.17	8
SPCC1620.05_61	bet4	SPCC1620.05	7	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	16.723	1.175	2.55	3.419	9.703	19.565	16.146	7.785	6.152	113.93	-0.622	-1.247	0.987384	0.576	0.042207	0.0	2.161	5.136	8.132	13.033	13.644	0.2	1.889	5.021	9.001	12.027	13.95	-0.2	0.272	0.115	-0.869	1.006	-0.306	7
SPCC825.03c_49	psy1	SPCC825.03c	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	13.554	1.003	1.591	2.416	8.383	17.746	15.33	6.561	4.986	106.948	-7.782	-8.406	0.994554	0.317	0.027049	0.0	2.451	5.349	8.01	11.113	11.724	0.321	2.292	5.242	8.454	10.631	11.909	-0.321	0.159	0.107	-0.444	0.482	-0.185	5
SPAC1565.05_53	utp8	SPAC1565.05	4	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	5.23	0.816	0.607	0.998	3.829	8.271	7.272	2.965	1.924	64.788	-22.197	-22.821	0.997453	0.095	0.018139	0.0	2.616	4.17	5.036	5.161	5.259	0.155	2.517	4.302	5.001	5.173	5.215	-0.155	0.099	-0.132	0.035	-0.012	0.044	4
SPBC1A4.07c_31	sof1	SPBC1A4.07c	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	13.575	0.858	0.488	1.455	8.443	19.408	17.953	6.309	4.994	107.34	-1.349	-1.973	0.981556	0.542	0.047393	0.0	3.312	5.731	7.355	10.685	11.437	0.706	2.839	5.428	8.197	10.198	11.486	-0.706	0.473	0.303	-0.842	0.487	-0.049	5
SPBC13E7.10c_52	brf1	SPBC13E7.10c	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.754	1.335	0.636	1.311	6.191	13.848	12.538	4.701	5.428	145.205	-0.226	-0.851	0.985876	0.595	0.042199	0.0	4.724	7.741	11.076	14.105	13.538	0.614	4.109	8.143	11.459	13.188	14.007	-0.614	0.615	-0.402	-0.383	0.917	-0.469	8
SPBC19F5.04_66	SPBC19F5.04	SPBC19F5.04	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	13.984	1.368	0.52	1.144	5.659	12.744	11.6	4.28	5.144	144.955	-2.927	-3.552	0.99029	0.475	0.03543	0.0	4.74	8.473	10.711	13.414	13.414	0.617	4.358	8.401	11.424	12.857	13.482	-0.617	0.382	0.072	-0.713	0.557	-0.068	8
SPAC6B12.11_47	drc1	SPAC6B12.11	4	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	5.657	0.948	0.603	0.968	3.604	7.741	6.773	2.799	2.081	71.534	-16.84	-17.465	0.994732	0.149	0.02644	0.0	2.899	4.931	5.634	5.638	5.384	0.158	2.916	4.818	5.473	5.615	5.647	-0.158	-0.017	0.113	0.161	0.023	-0.263	4
SPAC1F7.02c_29	has1	SPAC1F7.02c	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.398	1.339	0.465	1.122	5.87	13.32	12.198	4.42	5.297	146.084	-5.243	-5.868	0.993577	0.392	0.028348	0.0	4.903	8.087	11.247	13.211	13.822	0.677	4.342	8.343	11.479	13.05	13.77	-0.677	0.561	-0.256	-0.232	0.161	0.052	8
SPBC106.14c_84	sda1	SPBC106.14c	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	10.413	1.026	0.274	0.894	5.375	12.406	11.512	4.007	3.831	110.699	-6.096	-6.721	0.989542	0.365	0.036228	0.0	3.996	6.317	8.286	9.952	10.073	0.558	3.519	6.501	8.649	9.645	10.073	-0.558	0.477	-0.184	-0.363	0.307	0.0	5
SPAP7G5.02c_34	gua2	SPAP7G5.02c	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	15.644	0.952	0.074	1.077	8.333	19.718	18.641	6.118	5.755	125.308	-0.106	-0.73	0.982116	0.601	0.044954	0.0	4.367	6.535	8.847	11.737	13.374	0.998	3.522	6.419	9.477	11.703	13.159	-0.998	0.845	0.116	-0.63	0.034	0.215	8
SPAC27F1.09c_77	prp10	SPAC27F1.09c	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	10.429	0.896	-0.0	0.71	5.848	13.911	13.201	4.28	3.837	105.574	-1.148	-1.773	0.974332	0.551	0.054127	0.0	3.976	6.177	7.281	9.456	10.183	0.688	3.321	6.0	8.159	9.31	9.875	-0.688	0.655	0.177	-0.878	0.146	0.308	5
SPBC336.02_58	cdh1	SPBC336.02	8	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	13.137	1.402	0.631	1.203	5.34	11.833	10.63	4.077	4.833	140.723	1.539	0.914	0.977884	0.69	0.051688	0.0	4.779	7.757	11.932	11.282	13.34	0.502	4.309	8.362	11.142	12.333	12.807	-0.502	0.47	-0.605	0.79	-1.051	0.533	8
SPBC83.08_24	rvb2	SPBC83.08	7	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	16.516	1.119	1.921	2.822	9.339	19.564	16.742	7.349	6.076	117.936	-3.083	-3.708	0.99111	0.469	0.03489	0.0	2.757	5.281	8.787	12.834	13.445	0.344	2.332	5.48	9.234	12.035	13.825	-0.344	0.425	-0.199	-0.447	0.799	-0.38	7
SPBC25H2.12c_71	cct7	SPBC25H2.12c	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	15.587	1.171	0.803	1.616	7.496	16.722	15.106	5.701	5.734	134.804	-0.317	-0.942	0.985896	0.591	0.043269	0.0	4.073	6.828	9.938	13.652	13.652	0.634	3.465	7.029	10.536	12.767	14.029	-0.634	0.608	-0.201	-0.598	0.885	-0.377	8
SPBC14C8.07c_61	cdc18	SPBC14C8.07c	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	15.201	1.321	0.769	1.472	6.555	14.533	13.061	5.003	5.592	144.37	-2.946	-3.571	0.991346	0.474	0.033981	0.0	4.462	7.568	11.143	13.963	13.963	0.584	3.904	7.922	11.411	13.328	14.276	-0.584	0.558	-0.354	-0.268	0.635	-0.313	8
SPBC26H8.07c_95	nda3	SPBC26H8.07c	7	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	16.723	1.198	2.379	3.232	9.396	19.07	15.838	7.514	6.152	117.924	-1.433	-2.058	0.989258	0.538	0.038794	0.0	2.371	5.336	8.568	13.264	13.875	0.222	2.047	5.318	9.342	12.314	14.159	-0.222	0.324	0.018	-0.774	0.95	-0.284	7
SPBC409.13_14	rib4	SPBC409.13	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	15.117	1.339	1.394	2.083	7.071	14.898	12.814	5.548	5.561	136.563	-4.146	-4.771	0.993027	0.429	0.031335	0.0	3.625	6.748	10.999	13.702	13.702	0.338	3.179	7.234	10.985	13.087	14.124	-0.338	0.446	-0.486	0.014	0.615	-0.422	8
SPBC1198.05_41	guk1	SPBC1198.05	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	15.079	1.258	0.824	1.556	6.848	15.153	13.597	5.232	5.547	139.104	0.964	0.339	0.98306	0.657	0.046464	0.0	4.113	7.448	10.26	14.145	13.578	0.569	3.664	7.502	10.979	12.978	14.006	-0.569	0.449	-0.054	-0.719	1.167	-0.428	8
SPBC36B7.03_31	sec63	SPBC36B7.03	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	12.597	1.058	0.72	1.447	6.707	14.961	13.514	5.101	4.634	117.805	-7.7	-8.325	0.994172	0.319	0.027078	0.0	3.449	6.548	8.814	11.111	11.791	0.512	3.182	6.407	9.278	10.908	11.74	-0.512	0.267	0.141	-0.464	0.203	0.051	5
SPAPB1A10.06c_105	dhx37	SPAPB1A10.06c	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.712	1.071	0.56	1.399	7.469	16.992	15.593	5.616	5.412	127.596	-4.254	-4.879	0.99153	0.425	0.031336	0.0	3.798	6.856	9.693	11.521	13.578	0.706	3.417	6.686	9.896	11.969	13.165	-0.706	0.381	0.17	-0.203	-0.448	0.413	8
SPBC3H7.01_18	spo14	SPBC3H7.01	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	15.073	1.017	1.695	2.6	9.146	19.418	16.817	7.148	5.545	110.05	-12.237	-12.862	0.997683	0.219	0.01723	0.0	2.394	5.406	8.296	11.207	12.697	0.369	2.298	5.208	8.595	11.093	12.682	-0.369	0.096	0.198	-0.299	0.114	0.015	5
SPBC31E1.06_201	bms1	SPBC31E1.06	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	13.061	0.966	0.851	1.677	7.65	17.023	15.346	5.826	4.805	111.248	2.251	1.627	0.970208	0.732	0.060934	0.0	3.354	5.583	8.047	12.008	11.228	0.519	2.822	5.755	8.689	10.588	11.678	-0.519	0.532	-0.172	-0.642	1.42	-0.45	5
SPBC13E7.01_66	cwf22	SPBC13E7.01	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	9.172	1.159	0.779	1.262	4.757	10.24	8.978	3.69	3.374	104.257	-16.645	-17.27	0.997892	0.152	0.01649	0.0	3.504	6.519	8.069	8.9	9.188	0.263	3.389	6.518	8.27	8.872	9.068	-0.263	0.115	0.001	-0.201	0.028	0.12	5
SPBC651.01c_128	nog1	SPBC651.01c	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	13.441	1.189	0.351	1.041	6.033	13.866	12.825	4.509	4.944	134.063	-4.508	-5.132	0.991415	0.417	0.032519	0.0	4.622	7.272	10.265	12.148	12.811	0.698	3.993	7.57	10.48	12.011	12.747	-0.698	0.629	-0.298	-0.215	0.137	0.064	8
SPBC16H5.02_152	pfk1	SPBC16H5.02	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.937	1.305	0.901	1.6	6.654	14.585	12.985	5.111	5.495	140.559	-3.655	-4.28	0.992092	0.447	0.032689	0.0	4.211	7.277	10.98	13.683	13.683	0.515	3.694	7.667	11.153	13.073	14.019	-0.515	0.517	-0.39	-0.173	0.61	-0.336	8
SPAC167.03c_86	snu66	SPAC167.03c	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.033	1.244	0.545	1.233	6.216	14.033	12.8	4.695	5.162	137.676	-6.531	-7.155	0.994424	0.352	0.026343	0.0	4.445	7.503	10.633	12.56	13.361	0.632	3.941	7.703	10.825	12.482	13.281	-0.632	0.504	-0.2	-0.192	0.078	0.08	8
SPCC188.11_84	prp45	SPCC188.11	4	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	5.985	1.003	0.102	0.466	3.103	7.24	6.773	2.298	2.202	78.552	-10.036	-10.66	0.984974	0.263	0.043433	0.0	3.584	5.587	6.051	5.765	5.651	0.347	3.532	5.267	5.83	5.95	5.976	-0.347	0.052	0.32	0.221	-0.185	-0.325	4
SPAC630.03_91	arp3	SPAC630.03	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	15.351	1.095	0.991	1.847	8.037	17.75	15.903	6.147	5.647	125.816	-6.964	-7.589	0.994973	0.339	0.024792	0.0	3.255	6.718	9.389	12.056	13.693	0.569	3.08	6.378	9.812	12.126	13.499	-0.569	0.175	0.34	-0.423	-0.07	0.194	8
SPCC613.05c_13	rpl35	SPCC613.05c	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	7.685	1.287	0.12	0.485	3.121	7.258	6.773	2.316	2.827	100.737	-8.708	-9.332	0.988538	0.294	0.0373	0.0	4.855	6.484	7.211	7.871	7.775	0.435	4.515	6.756	7.484	7.64	7.674	-0.435	0.34	-0.272	-0.273	0.231	0.101	5
SPAC1071.10c_224	pma1	SPAC1071.10c	7	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	16.723	1.078	2.013	2.96	9.81	20.558	17.598	7.718	6.152	113.802	1.057	0.432	0.982014	0.662	0.049347	0.0	2.702	5.223	7.842	12.811	13.422	0.349	2.215	5.183	8.845	11.701	13.605	-0.349	0.487	0.04	-1.003	1.11	-0.183	7
SPBC1709.02c_99	vrs1	SPBC1709.02c	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	13.868	1.537	0.676	1.227	5.213	11.467	10.24	3.996	5.102	150.515	-3.819	-4.443	0.9919	0.441	0.032085	0.0	5.091	8.628	11.842	13.752	13.184	0.495	4.652	9.042	11.935	13.119	13.571	-0.495	0.439	-0.414	-0.093	0.633	-0.387	8
SPAC6F6.07c_10	rps13	SPAC6F6.07c	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	12.851	1.285	0.343	0.953	5.371	12.302	11.349	4.022	4.728	136.779	1.617	0.992	0.975421	0.694	0.052456	0.0	4.808	7.798	10.95	10.708	13.23	0.65	4.318	8.048	10.713	11.932	12.45	-0.65	0.49	-0.25	0.237	-1.224	0.78	8
SPAC1834.01_12	erf1	SPAC1834.01	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	13.98	1.303	0.604	1.259	5.996	13.429	12.17	4.55	5.143	140.252	-4.709	-5.334	0.992619	0.41	0.031058	0.0	4.524	7.758	10.715	13.125	13.19	0.588	4.048	7.961	11.071	12.636	13.355	-0.588	0.476	-0.203	-0.356	0.489	-0.165	8
SPCC417.08_171	tef3	SPCC417.08	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	12.343	1.285	0.309	0.896	5.139	11.798	10.901	3.844	4.541	134.327	-4.425	-5.049	0.990378	0.419	0.03369	0.0	4.873	7.756	10.446	11.219	12.451	0.635	4.36	8.019	10.504	11.585	12.024	-0.635	0.513	-0.263	-0.058	-0.366	0.427	8
SPAC9E9.06c_86	SPAC9E9.06c	SPAC9E9.06c	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.408	1.245	0.767	1.474	6.586	14.608	13.134	5.025	5.3	136.418	-7.444	-8.068	0.995427	0.326	0.024195	0.0	4.066	7.404	10.452	12.87	13.481	0.556	3.683	7.471	10.778	12.605	13.513	-0.556	0.383	-0.067	-0.326	0.265	-0.032	8
SPBC17D11.07c_86	rpn2	SPBC17D11.07c	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	15.6	1.112	0.545	1.402	7.599	17.324	15.922	5.707	5.739	133.597	-4.435	-5.06	0.992529	0.419	0.029609	0.0	4.088	6.995	10.117	12.293	14.155	0.761	3.571	6.963	10.338	12.557	13.858	-0.761	0.517	0.032	-0.221	-0.264	0.297	8
SPAC1834.11c_84	sec18	SPAC1834.11c	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.843	1.188	1.014	1.776	7.293	15.95	14.173	5.609	5.461	130.995	-8.101	-8.726	0.995967	0.309	0.02221	0.0	3.47	6.963	10.316	12.041	13.903	0.501	3.266	6.88	10.346	12.449	13.579	-0.501	0.204	0.083	-0.03	-0.408	0.324	8
SPAC22E12.13c_50	rlp24	SPAC22E12.13c	7	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.609	1.125	0.587	1.38	7.116	16.118	14.738	5.365	5.374	131.14	-0.294	-0.918	0.984188	0.592	0.045385	0.0	4.089	6.989	9.453	13.041	13.041	0.676	3.546	6.983	10.227	12.219	13.314	-0.676	0.543	0.006	-0.774	0.822	-0.273	7
SPAC29A4.15_48	srs1	SPAC29A4.15	8	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.175	1.305	0.217	0.88	5.679	13.209	12.329	4.214	5.215	146.188	-1.278	-1.903	0.987038	0.545	0.039577	0.0	5.111	8.535	10.565	13.166	13.777	0.804	4.55	8.414	11.392	12.881	13.568	-0.804	0.561	0.121	-0.827	0.285	0.209	8
SPBC19C2.14_6	smd3	SPBC19C2.14	7	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	16.723	1.082	1.297	2.241	9.069	19.782	17.542	6.984	6.152	123.645	-6.873	-7.498	0.995226	0.342	0.024154	0.0	3.136	6.159	9.095	12.299	14.161	0.55	2.819	5.97	9.562	12.231	13.962	-0.55	0.317	0.189	-0.467	0.068	0.199	7
SPAC26A3.15c_29	nsp1	SPAC26A3.15c	7	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	15.432	1.086	1.196	2.064	8.341	18.19	16.126	6.424	5.677	122.608	-9.722	-10.347	0.996795	0.27	0.020089	0.0	3.245	5.992	9.44	12.061	13.43	0.506	2.868	6.102	9.576	11.973	13.423	-0.506	0.377	-0.11	-0.136	0.088	0.007	7
SPBC1539.09c_157	trp1	SPBC1539.09c	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	11.813	1.267	1.021	1.59	5.709	12.171	10.582	4.451	4.346	122.465	-10.915	-11.54	0.996598	0.244	0.021169	0.0	3.654	6.843	10.124	10.849	11.538	0.304	3.406	7.151	9.845	11.019	11.487	-0.304	0.248	-0.308	0.279	-0.17	0.051	5
SPAC19A8.15_92	trp2	SPAC19A8.15	7	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.781	1.045	0.737	1.601	7.85	17.657	16.056	5.943	5.438	123.484	-2.044	-2.669	0.987573	0.512	0.039815	0.0	3.665	6.414	8.889	12.377	12.848	0.645	3.176	6.346	9.58	11.744	13.03	-0.645	0.489	0.068	-0.691	0.633	-0.182	7
SPAC23D3.06c_279	nup146	SPAC23D3.06c	7	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	15.525	0.89	1.059	2.125	9.832	21.926	19.801	7.479	5.711	107.262	-6.516	-7.141	0.993171	0.352	0.028141	0.0	2.862	5.326	8.027	10.194	12.522	0.629	2.564	5.122	8.143	10.555	12.249	-0.629	0.298	0.204	-0.116	-0.361	0.273	7
SPBC530.12c_42	pdf1	SPBC530.12c	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	8.23	1.099	0.745	1.202	4.51	9.699	8.497	3.5	3.028	95.781	-18.412	-19.037	0.998061	0.131	0.015807	0.0	3.361	6.063	7.41	8.039	8.273	0.233	3.251	6.097	7.56	8.022	8.163	-0.233	0.11	-0.034	-0.15	0.017	0.11	5
SPBC32F12.01c_64	css1	SPBC32F12.01c	6	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	13.08	1.072	3.571	4.316	9.705	18.161	13.845	8.06	4.812	87.632	-5.315	-5.939	0.99174	0.389	0.035452	0.0	0.977	3.65	6.591	10.479	10.987	0.032	0.934	3.497	7.12	9.774	11.313	-0.032	0.043	0.153	-0.529	0.705	-0.326	6
SPAC3H5.06c_204	pol1	SPAC3H5.06c	5	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	12.138	1.116	0.502	1.166	5.971	13.51	12.344	4.504	4.465	121.973	-7.922	-8.547	0.994205	0.313	0.026462	0.0	3.931	6.921	9.344	10.799	11.845	0.557	3.578	6.925	9.592	10.948	11.578	-0.557	0.353	-0.004	-0.248	-0.149	0.267	5
SPCC61.04c_17	SPCC61.04c	SPCC61.04c	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.04	1.058	1.356	2.166	8.025	17.218	15.052	6.236	5.165	115.023	-5.277	-5.902	0.992479	0.391	0.030239	0.0	2.699	5.841	9.333	10.537	12.921	0.388	2.615	5.777	9.083	11.252	12.495	-0.388	0.084	0.064	0.25	-0.715	0.426	5
SPAC3G9.15c_28	fcf2	SPAC3G9.15c	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	8.186	1.371	0.462	0.827	3.463	7.6	6.773	2.658	3.012	104.639	-14.23	-14.854	0.996055	0.185	0.022613	0.0	4.546	6.865	8.132	8.194	8.003	0.286	4.397	7.042	7.937	8.13	8.173	-0.286	0.149	-0.177	0.195	0.064	-0.17	5
SPBC19C2.03_16	rpc10	SPBC19C2.03	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	9.99	1.198	1.244	1.753	5.436	11.216	9.462	4.312	3.675	106.719	-9.198	-9.823	0.993979	0.282	0.028069	0.0	3.067	6.291	8.56	10.04	9.453	0.169	2.95	6.42	8.664	9.516	9.816	-0.169	0.117	-0.129	-0.104	0.524	-0.363	5
SPAC11H11.06_56	arp2	SPAC11H11.06	7	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.284	1.245	1.57	2.271	7.34	15.294	13.023	5.792	5.255	125.522	2.079	1.455	0.978955	0.721	0.052513	0.0	2.936	6.587	9.473	13.735	12.761	0.277	2.77	6.517	10.121	12.201	13.25	-0.277	0.166	0.07	-0.648	1.534	-0.489	7
SPBC211.03c_150	gea1	SPBC211.03c	7	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	14.471	1.184	1.728	2.475	7.873	16.344	13.869	6.225	5.324	120.262	-17.237	-17.861	0.999093	0.144	0.01102	0.0	2.682	5.924	9.617	12.019	13.088	0.267	2.509	6.021	9.654	11.917	13.135	-0.267	0.173	-0.097	-0.037	0.102	-0.047	7
SPCC1672.02c_36	sap1	SPCC1672.02c	8	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	12.662	1.203	0.652	1.294	5.941	13.232	11.938	4.522	4.658	127.78	1.297	0.673	0.976682	0.676	0.052745	0.0	4.109	7.112	9.538	12.812	11.653	0.507	3.68	7.284	10.108	11.503	12.132	-0.507	0.429	-0.172	-0.57	1.309	-0.479	8
SPAC959.03c_83	utp7	SPAC959.03c	7	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	16.028	1.026	1.246	2.2	9.1	19.927	17.727	6.993	5.897	118.231	-1.805	-2.43	0.98774	0.522	0.039995	0.0	3.188	5.729	8.454	12.437	13.047	0.548	2.723	5.715	9.126	11.673	13.335	-0.548	0.465	0.014	-0.672	0.764	-0.288	7
